order_id,order_detail_id,fecha_id,fecha_entrega_id,cliente_id,empleado_id,producto_id,shipper_id,territorio_id,cantidad,unit_price,descuento,freight,subtotal,total_venta,costo_total,margen,margen_pct,order_date,required_date,shipped_date,dias_entrega,entrega_puntual
10253,10253-39,19960710,19960716,HANAR,3,39,2,BRA-SA,42,14.4,0.0,58.17,604.8,604.8,453.6,151.2,25.0,1996-07-10,1996-07-24,1996-07-16,6,1
10253,10253-49,19960710,19960716,HANAR,3,49,2,BRA-SA,40,16.0,0.0,58.17,640.0,640.0,480.0,160.0,25.0,1996-07-10,1996-07-24,1996-07-16,6,1
10254,10254-24,19960711,19960723,CHOPS,5,24,2,SWI-BE,15,3.6,0.15,22.98,54.0,45.9,40.5,5.4,11.76,1996-07-11,1996-08-08,1996-07-23,12,1
10254,10254-55,19960711,19960723,CHOPS,5,55,2,SWI-BE,21,19.2,0.15,22.98,403.2,342.72,302.4,40.32,11.76,1996-07-11,1996-08-08,1996-07-23,12,1
10254,10254-74,19960711,19960723,CHOPS,5,74,2,SWI-BE,21,8.0,0.0,22.98,168.0,168.0,126.0,42.0,25.0,1996-07-11,1996-08-08,1996-07-23,12,1
10255,10255-2,19960712,19960715,RICSU,9,2,3,SWI-BE,20,15.2,0.0,148.33,304.0,304.0,228.0,76.0,25.0,1996-07-12,1996-08-09,1996-07-15,3,1
10255,10255-16,19960712,19960715,RICSU,9,16,3,SWI-BE,35,13.9,0.0,148.33,486.5,486.5,366.45,120.05,24.68,1996-07-12,1996-08-09,1996-07-15,3,1
10255,10255-36,19960712,19960715,RICSU,9,36,3,SWI-BE,25,15.2,0.0,148.33,380.0,380.0,285.0,95.0,25.0,1996-07-12,1996-08-09,1996-07-15,3,1
10255,10255-59,19960712,19960715,RICSU,9,59,3,SWI-BE,30,44.0,0.0,148.33,1320.0,1320.0,990.0,330.0,25.0,1996-07-12,1996-08-09,1996-07-15,3,1
10256,10256-53,19960715,19960717,WELLI,3,53,2,BRA-SA,15,26.2,0.0,13.97,393.0,393.0,295.2,97.8,24.89,1996-07-15,1996-08-12,1996-07-17,2,1
10256,10256-77,19960715,19960717,WELLI,3,77,2,BRA-SA,12,10.4,0.0,13.97,124.8,124.8,93.6,31.2,25.0,1996-07-15,1996-08-12,1996-07-17,2,1
10257,10257-27,19960716,19960722,HILAA,4,27,3,VEN-CA,25,35.1,0.0,81.91,877.5,877.5,658.5,219.0,24.96,1996-07-16,1996-08-13,1996-07-22,6,1
10257,10257-39,19960716,19960722,HILAA,4,39,3,VEN-CA,6,14.4,0.0,81.91,86.4,86.4,64.8,21.6,25.0,1996-07-16,1996-08-13,1996-07-22,6,1
10257,10257-77,19960716,19960722,HILAA,4,77,3,VEN-CA,15,10.4,0.0,81.91,156.0,156.0,117.0,39.0,25.0,1996-07-16,1996-08-13,1996-07-22,6,1
10258,10258-2,19960717,19960723,ERNSH,1,2,1,AUS-GR,50,15.2,0.2,140.51,760.0,608.0,570.0,38.0,6.25,1996-07-17,1996-08-14,1996-07-23,6,1
10258,10258-5,19960717,19960723,ERNSH,1,5,1,AUS-GR,65,17.0,0.2,140.51,1105.0,884.0,832.65,51.35,5.81,1996-07-17,1996-08-14,1996-07-23,6,1
10258,10258-32,19960717,19960723,ERNSH,1,32,1,AUS-GR,6,25.6,0.2,140.51,153.6,122.88,115.2,7.68,6.25,1996-07-17,1996-08-14,1996-07-23,6,1
10259,10259-21,19960718,19960725,CENTC,4,21,3,MEX-MÉ,10,8.0,0.0,3.25,80.0,80.0,60.0,20.0,25.0,1996-07-18,1996-08-15,1996-07-25,7,1
10259,10259-37,19960718,19960725,CENTC,4,37,3,MEX-MÉ,1,20.8,0.0,3.25,20.8,20.8,15.6,5.2,25.0,1996-07-18,1996-08-15,1996-07-25,7,1
10260,10260-41,19960719,19960729,OTTIK,4,41,1,GER-BE,16,7.7,0.25,55.09,123.2,92.4,92.64,-0.24,-0.26,1996-07-19,1996-08-16,1996-07-29,10,1
10260,10260-57,19960719,19960729,OTTIK,4,57,1,GER-BE,50,15.6,0.0,55.09,780.0,780.0,585.0,195.0,25.0,1996-07-19,1996-08-16,1996-07-29,10,1
10260,10260-62,19960719,19960729,OTTIK,4,62,1,GER-BE,15,39.4,0.25,55.09,591.0,443.25,443.7,-0.45,-0.1,1996-07-19,1996-08-16,1996-07-29,10,1
10260,10260-70,19960719,19960729,OTTIK,4,70,1,GER-BE,21,12.0,0.25,55.09,252.0,189.0,189.0,0.0,0.0,1996-07-19,1996-08-16,1996-07-29,10,1
10261,10261-21,19960719,19960730,QUEDE,4,21,2,BRA-SA,20,8.0,0.0,3.05,160.0,160.0,120.0,40.0,25.0,1996-07-19,1996-08-16,1996-07-30,11,1
10261,10261-35,19960719,19960730,QUEDE,4,35,2,BRA-SA,20,14.4,0.0,3.05,288.0,288.0,216.0,72.0,25.0,1996-07-19,1996-08-16,1996-07-30,11,1
10262,10262-5,19960722,19960725,RATTC,8,5,3,USA-EU,12,17.0,0.2,48.29,204.0,163.2,153.72,9.48,5.81,1996-07-22,1996-08-19,1996-07-25,3,1
10262,10262-7,19960722,19960725,RATTC,8,7,3,USA-EU,15,24.0,0.0,48.29,360.0,360.0,270.0,90.0,25.0,1996-07-22,1996-08-19,1996-07-25,3,1
10262,10262-56,19960722,19960725,RATTC,8,56,3,USA-EU,2,30.4,0.0,48.29,60.8,60.8,45.6,15.2,25.0,1996-07-22,1996-08-19,1996-07-25,3,1
10263,10263-16,19960723,19960731,ERNSH,9,16,3,AUS-GR,60,13.9,0.25,146.06,834.0,625.5,628.2,-2.7,-0.43,1996-07-23,1996-08-20,1996-07-31,8,1
10263,10263-24,19960723,19960731,ERNSH,9,24,3,AUS-GR,28,3.6,0.0,146.06,100.8,100.8,75.6,25.2,25.0,1996-07-23,1996-08-20,1996-07-31,8,1
10263,10263-30,19960723,19960731,ERNSH,9,30,3,AUS-GR,60,20.7,0.25,146.06,1242.0,931.5,931.8,-0.3,-0.03,1996-07-23,1996-08-20,1996-07-31,8,1
10263,10263-74,19960723,19960731,ERNSH,9,74,3,AUS-GR,36,8.0,0.25,146.06,288.0,216.0,216.0,0.0,0.0,1996-07-23,1996-08-20,1996-07-31,8,1
10264,10264-2,19960724,19960823,FOLKO,6,2,3,SWE-LU,35,15.2,0.0,3.67,532.0,532.0,399.0,133.0,25.0,1996-07-24,1996-08-21,1996-08-23,30,0
10264,10264-41,19960724,19960823,FOLKO,6,41,3,SWE-LU,25,7.7,0.15,3.67,192.5,163.62,144.75,18.87,11.53,1996-07-24,1996-08-21,1996-08-23,30,0
10265,10265-17,19960725,19960812,BLONP,2,17,1,FRA-ST,30,31.2,0.0,55.28,936.0,936.0,702.0,234.0,25.0,1996-07-25,1996-08-22,1996-08-12,18,1
10265,10265-70,19960725,19960812,BLONP,2,70,1,FRA-ST,20,12.0,0.0,55.28,240.0,240.0,180.0,60.0,25.0,1996-07-25,1996-08-22,1996-08-12,18,1
10266,10266-12,19960726,19960731,WARTH,3,12,3,FIN-OU,12,30.4,0.05,25.73,364.8,346.56,273.6,72.96,21.05,1996-07-26,1996-09-06,1996-07-31,5,1
10267,10267-40,19960729,19960806,FRANK,4,40,1,GER-BE,50,14.7,0.0,208.58,735.0,735.0,552.0,183.0,24.9,1996-07-29,1996-08-26,1996-08-06,8,1
10267,10267-59,19960729,19960806,FRANK,4,59,1,GER-BE,70,44.0,0.15,208.58,3080.0,2618.0,2310.0,308.0,11.76,1996-07-29,1996-08-26,1996-08-06,8,1
10267,10267-76,19960729,19960806,FRANK,4,76,1,GER-BE,15,14.4,0.15,208.58,216.0,183.6,162.0,21.6,11.76,1996-07-29,1996-08-26,1996-08-06,8,1
10268,10268-29,19960730,19960802,GROSR,8,29,3,VEN-CA,10,99.0,0.0,66.29,990.0,990.0,742.7,247.3,24.98,1996-07-30,1996-08-27,1996-08-02,3,1
10268,10268-72,19960730,19960802,GROSR,8,72,3,VEN-CA,4,27.8,0.0,66.29,111.2,111.2,83.52,27.68,24.89,1996-07-30,1996-08-27,1996-08-02,3,1
10269,10269-33,19960731,19960809,WHITC,5,33,1,USA-EU,60,2.0,0.05,4.56,120.0,114.0,90.0,24.0,21.05,1996-07-31,1996-08-14,1996-08-09,9,1
10269,10269-72,19960731,19960809,WHITC,5,72,1,USA-EU,20,27.8,0.05,4.56,556.0,528.2,417.6,110.6,20.94,1996-07-31,1996-08-14,1996-08-09,9,1
10270,10270-36,19960801,19960802,WARTH,1,36,1,FIN-OU,30,15.2,0.0,136.54,456.0,456.0,342.0,114.0,25.0,1996-08-01,1996-08-29,1996-08-02,1,1
10270,10270-43,19960801,19960802,WARTH,1,43,1,FIN-OU,25,36.8,0.0,136.54,920.0,920.0,690.0,230.0,25.0,1996-08-01,1996-08-29,1996-08-02,1,1
10271,10271-33,19960801,19960830,SPLIR,6,33,2,USA-EU,24,2.0,0.0,4.54,48.0,48.0,36.0,12.0,25.0,1996-08-01,1996-08-29,1996-08-30,29,0
10272,10272-20,19960802,19960806,RATTC,6,20,2,USA-EU,6,64.8,0.0,98.03,388.8,388.8,291.6,97.2,25.0,1996-08-02,1996-08-30,1996-08-06,4,1
10272,10272-31,19960802,19960806,RATTC,6,31,2,USA-EU,40,10.0,0.0,98.03,400.0,400.0,300.0,100.0,25.0,1996-08-02,1996-08-30,1996-08-06,4,1
10272,10272-72,19960802,19960806,RATTC,6,72,2,USA-EU,24,27.8,0.0,98.03,667.2,667.2,501.12,166.08,24.89,1996-08-02,1996-08-30,1996-08-06,4,1
10273,10273-10,19960805,19960812,QUICK,3,10,3,GER-BE,24,24.8,0.05,76.07,595.2,565.44,446.4,119.04,21.05,1996-08-05,1996-09-02,1996-08-12,7,1
10273,10273-31,19960805,19960812,QUICK,3,31,3,GER-BE,15,10.0,0.05,76.07,150.0,142.5,112.5,30.0,21.05,1996-08-05,1996-09-02,1996-08-12,7,1
10273,10273-33,19960805,19960812,QUICK,3,33,3,GER-BE,20,2.0,0.0,76.07,40.0,40.0,30.0,10.0,25.0,1996-08-05,1996-09-02,1996-08-12,7,1
10273,10273-40,19960805,19960812,QUICK,3,40,3,GER-BE,60,14.7,0.05,76.07,882.0,837.9,662.4,175.5,20.95,1996-08-05,1996-09-02,1996-08-12,7,1
10273,10273-76,19960805,19960812,QUICK,3,76,3,GER-BE,33,14.4,0.05,76.07,475.2,451.44,356.4,95.04,21.05,1996-08-05,1996-09-02,1996-08-12,7,1
10274,10274-71,19960806,19960816,VINET,6,71,1,FRA-ST,20,17.2,0.0,6.01,344.0,344.0,258.0,86.0,25.0,1996-08-06,1996-09-03,1996-08-16,10,1
10274,10274-72,19960806,19960816,VINET,6,72,1,FRA-ST,7,27.8,0.0,6.01,194.6,194.6,146.16,48.44,24.89,1996-08-06,1996-09-03,1996-08-16,10,1
10275,10275-24,19960807,19960809,MAGAA,1,24,1,ITA-TO,12,3.6,0.05,26.93,43.2,41.04,32.4,8.64,21.05,1996-08-07,1996-09-04,1996-08-09,2,1
10275,10275-59,19960807,19960809,MAGAA,1,59,1,ITA-TO,6,44.0,0.05,26.93,264.0,250.8,198.0,52.8,21.05,1996-08-07,1996-09-04,1996-08-09,2,1
10276,10276-10,19960808,19960814,TORTU,8,10,3,MEX-MÉ,15,24.8,0.0,13.84,372.0,372.0,279.0,93.0,25.0,1996-08-08,1996-08-22,1996-08-14,6,1
10276,10276-13,19960808,19960814,TORTU,8,13,3,MEX-MÉ,10,4.8,0.0,13.84,48.0,48.0,36.0,12.0,25.0,1996-08-08,1996-08-22,1996-08-14,6,1
10277,10277-28,19960809,19960813,MORGK,2,28,3,GER-BE,20,36.4,0.0,125.77,728.0,728.0,547.2,180.8,24.84,1996-08-09,1996-09-06,1996-08-13,4,1
10277,10277-62,19960809,19960813,MORGK,2,62,3,GER-BE,12,39.4,0.0,125.77,472.8,472.8,354.96,117.84,24.92,1996-08-09,1996-09-06,1996-08-13,4,1
10278,10278-44,19960812,19960816,BERGS,8,44,2,SWE-LU,16,15.5,0.0,92.69,248.0,248.0,186.72,61.28,24.71,1996-08-12,1996-09-09,1996-08-16,4,1
10278,10278-59,19960812,19960816,BERGS,8,59,2,SWE-LU,15,44.0,0.0,92.69,660.0,660.0,495.0,165.0,25.0,1996-08-12,1996-09-09,1996-08-16,4,1
10278,10278-63,19960812,19960816,BERGS,8,63,2,SWE-LU,8,35.1,0.0,92.69,280.8,280.8,210.72,70.08,24.96,1996-08-12,1996-09-09,1996-08-16,4,1
10278,10278-73,19960812,19960816,BERGS,8,73,2,SWE-LU,25,12.0,0.0,92.69,300.0,300.0,225.0,75.0,25.0,1996-08-12,1996-09-09,1996-08-16,4,1
10279,10279-17,19960813,19960816,LEHMS,8,17,2,GER-BE,15,31.2,0.25,25.83,468.0,351.0,351.0,0.0,0.0,1996-08-13,1996-09-10,1996-08-16,3,1
10280,10280-24,19960814,19960912,BERGS,2,24,1,SWE-LU,12,3.6,0.0,8.98,43.2,43.2,32.4,10.8,25.0,1996-08-14,1996-09-11,1996-09-12,29,0
10280,10280-55,19960814,19960912,BERGS,2,55,1,SWE-LU,20,19.2,0.0,8.98,384.0,384.0,288.0,96.0,25.0,1996-08-14,1996-09-11,1996-09-12,29,0
10280,10280-75,19960814,19960912,BERGS,2,75,1,SWE-LU,30,6.2,0.0,8.98,186.0,186.0,139.5,46.5,25.0,1996-08-14,1996-09-11,1996-09-12,29,0
10281,10281-19,19960814,19960821,ROMEY,4,19,1,SPA-MA,1,7.3,0.0,2.94,7.3,7.3,5.52,1.78,24.38,1996-08-14,1996-08-28,1996-08-21,7,1
10281,10281-24,19960814,19960821,ROMEY,4,24,1,SPA-MA,6,3.6,0.0,2.94,21.6,21.6,16.2,5.4,25.0,1996-08-14,1996-08-28,1996-08-21,7,1
10281,10281-35,19960814,19960821,ROMEY,4,35,1,SPA-MA,4,14.4,0.0,2.94,57.6,57.6,43.2,14.4,25.0,1996-08-14,1996-08-28,1996-08-21,7,1
10282,10282-30,19960815,19960821,ROMEY,4,30,1,SPA-MA,6,20.7,0.0,12.69,124.2,124.2,93.18,31.02,24.98,1996-08-15,1996-09-12,1996-08-21,6,1
10282,10282-57,19960815,19960821,ROMEY,4,57,1,SPA-MA,2,15.6,0.0,12.69,31.2,31.2,23.4,7.8,25.0,1996-08-15,1996-09-12,1996-08-21,6,1
10283,10283-15,19960816,19960823,LILAS,3,15,3,VEN-CA,20,12.4,0.0,84.81,248.0,248.0,186.0,62.0,25.0,1996-08-16,1996-09-13,1996-08-23,7,1
10283,10283-19,19960816,19960823,LILAS,3,19,3,VEN-CA,18,7.3,0.0,84.81,131.4,131.4,99.36,32.04,24.38,1996-08-16,1996-09-13,1996-08-23,7,1
10283,10283-60,19960816,19960823,LILAS,3,60,3,VEN-CA,35,27.2,0.0,84.81,952.0,952.0,714.0,238.0,25.0,1996-08-16,1996-09-13,1996-08-23,7,1
10283,10283-72,19960816,19960823,LILAS,3,72,3,VEN-CA,3,27.8,0.0,84.81,83.4,83.4,62.64,20.76,24.89,1996-08-16,1996-09-13,1996-08-23,7,1
10284,10284-27,19960819,19960827,LEHMS,4,27,1,GER-BE,15,35.1,0.25,76.56,526.5,394.88,395.1,-0.22,-0.06,1996-08-19,1996-09-16,1996-08-27,8,1
10284,10284-44,19960819,19960827,LEHMS,4,44,1,GER-BE,21,15.5,0.0,76.56,325.5,325.5,245.07,80.43,24.71,1996-08-19,1996-09-16,1996-08-27,8,1
10284,10284-60,19960819,19960827,LEHMS,4,60,1,GER-BE,20,27.2,0.25,76.56,544.0,408.0,408.0,0.0,0.0,1996-08-19,1996-09-16,1996-08-27,8,1
10284,10284-67,19960819,19960827,LEHMS,4,67,1,GER-BE,5,11.2,0.25,76.56,56.0,42.0,42.0,0.0,0.0,1996-08-19,1996-09-16,1996-08-27,8,1
10285,10285-1,19960820,19960826,QUICK,1,1,2,GER-BE,45,14.4,0.2,76.83,648.0,518.4,486.0,32.4,6.25,1996-08-20,1996-09-17,1996-08-26,6,1
10285,10285-40,19960820,19960826,QUICK,1,40,2,GER-BE,40,14.7,0.2,76.83,588.0,470.4,441.6,28.8,6.12,1996-08-20,1996-09-17,1996-08-26,6,1
10285,10285-53,19960820,19960826,QUICK,1,53,2,GER-BE,36,26.2,0.2,76.83,943.2,754.56,708.48,46.08,6.11,1996-08-20,1996-09-17,1996-08-26,6,1
10286,10286-35,19960821,19960830,QUICK,8,35,3,GER-BE,100,14.4,0.0,229.24,1440.0,1440.0,1080.0,360.0,25.0,1996-08-21,1996-09-18,1996-08-30,9,1
10286,10286-62,19960821,19960830,QUICK,8,62,3,GER-BE,40,39.4,0.0,229.24,1576.0,1576.0,1183.2,392.8,24.92,1996-08-21,1996-09-18,1996-08-30,9,1
10287,10287-16,19960822,19960828,RICAR,8,16,3,BRA-SA,40,13.9,0.15,12.76,556.0,472.6,418.8,53.8,11.38,1996-08-22,1996-09-19,1996-08-28,6,1
10287,10287-34,19960822,19960828,RICAR,8,34,3,BRA-SA,20,11.2,0.0,12.76,224.0,224.0,168.0,56.0,25.0,1996-08-22,1996-09-19,1996-08-28,6,1
10287,10287-46,19960822,19960828,RICAR,8,46,3,BRA-SA,15,9.6,0.15,12.76,144.0,122.4,108.0,14.4,11.76,1996-08-22,1996-09-19,1996-08-28,6,1
10288,10288-54,19960823,19960903,REGGC,4,54,1,ITA-TO,10,5.9,0.1,7.45,59.0,53.1,44.7,8.4,15.82,1996-08-23,1996-09-20,1996-09-03,11,1
10288,10288-68,19960823,19960903,REGGC,4,68,1,ITA-TO,3,10.0,0.1,7.45,30.0,27.0,22.5,4.5,16.67,1996-08-23,1996-09-20,1996-09-03,11,1
10289,10289-3,19960826,19960828,BSBEV,7,3,3,UK-LO,30,8.0,0.0,22.77,240.0,240.0,180.0,60.0,25.0,1996-08-26,1996-09-23,1996-08-28,2,1
10289,10289-64,19960826,19960828,BSBEV,7,64,3,UK-LO,9,26.6,0.0,22.77,239.4,239.4,179.55,59.85,25.0,1996-08-26,1996-09-23,1996-08-28,2,1
10290,10290-5,19960827,19960903,COMMI,8,5,1,BRA-SA,20,17.0,0.0,79.7,340.0,340.0,256.2,83.8,24.65,1996-08-27,1996-09-24,1996-09-03,7,1
10290,10290-29,19960827,19960903,COMMI,8,29,1,BRA-SA,15,99.0,0.0,79.7,1485.0,1485.0,1114.05,370.95,24.98,1996-08-27,1996-09-24,1996-09-03,7,1
10290,10290-49,19960827,19960903,COMMI,8,49,1,BRA-SA,15,16.0,0.0,79.7,240.0,240.0,180.0,60.0,25.0,1996-08-27,1996-09-24,1996-09-03,7,1
10290,10290-77,19960827,19960903,COMMI,8,77,1,BRA-SA,10,10.4,0.0,79.7,104.0,104.0,78.0,26.0,25.0,1996-08-27,1996-09-24,1996-09-03,7,1
10291,10291-13,19960827,19960904,QUEDE,6,13,2,BRA-SA,20,4.8,0.1,6.4,96.0,86.4,72.0,14.4,16.67,1996-08-27,1996-09-24,1996-09-04,8,1
10291,10291-44,19960827,19960904,QUEDE,6,44,2,BRA-SA,24,15.5,0.1,6.4,372.0,334.8,280.08,54.72,16.34,1996-08-27,1996-09-24,1996-09-04,8,1
10291,10291-51,19960827,19960904,QUEDE,6,51,2,BRA-SA,2,42.4,0.1,6.4,84.8,76.32,63.6,12.72,16.67,1996-08-27,1996-09-24,1996-09-04,8,1
10292,10292-20,19960828,19960902,TRADH,1,20,2,BRA-SA,20,64.8,0.0,1.35,1296.0,1296.0,972.0,324.0,25.0,1996-08-28,1996-09-25,1996-09-02,5,1
10293,10293-18,19960829,19960911,TORTU,1,18,3,MEX-MÉ,12,50.0,0.0,21.18,600.0,600.0,450.0,150.0,25.0,1996-08-29,1996-09-26,1996-09-11,13,1
10293,10293-24,19960829,19960911,TORTU,1,24,3,MEX-MÉ,10,3.6,0.0,21.18,36.0,36.0,27.0,9.0,25.0,1996-08-29,1996-09-26,1996-09-11,13,1
10293,10293-63,19960829,19960911,TORTU,1,63,3,MEX-MÉ,5,35.1,0.0,21.18,175.5,175.5,131.7,43.8,24.96,1996-08-29,1996-09-26,1996-09-11,13,1
10293,10293-75,19960829,19960911,TORTU,1,75,3,MEX-MÉ,6,6.2,0.0,21.18,37.2,37.2,27.9,9.3,25.0,1996-08-29,1996-09-26,1996-09-11,13,1
10294,10294-1,19960830,19960905,RATTC,4,1,2,USA-EU,18,14.4,0.0,147.26,259.2,259.2,194.4,64.8,25.0,1996-08-30,1996-09-27,1996-09-05,6,1
10294,10294-17,19960830,19960905,RATTC,4,17,2,USA-EU,15,31.2,0.0,147.26,468.0,468.0,351.0,117.0,25.0,1996-08-30,1996-09-27,1996-09-05,6,1
10294,10294-43,19960830,19960905,RATTC,4,43,2,USA-EU,15,36.8,0.0,147.26,552.0,552.0,414.0,138.0,25.0,1996-08-30,1996-09-27,1996-09-05,6,1
10294,10294-60,19960830,19960905,RATTC,4,60,2,USA-EU,21,27.2,0.0,147.26,571.2,571.2,428.4,142.8,25.0,1996-08-30,1996-09-27,1996-09-05,6,1
10294,10294-75,19960830,19960905,RATTC,4,75,2,USA-EU,6,6.2,0.0,147.26,37.2,37.2,27.9,9.3,25.0,1996-08-30,1996-09-27,1996-09-05,6,1
10295,10295-56,19960902,19960910,VINET,2,56,2,FRA-ST,4,30.4,0.0,1.15,121.6,121.6,91.2,30.4,25.0,1996-09-02,1996-09-30,1996-09-10,8,1
10296,10296-11,19960903,19960911,LILAS,6,11,1,VEN-CA,12,16.8,0.0,0.12,201.6,201.6,151.2,50.4,25.0,1996-09-03,1996-10-01,1996-09-11,8,1
10296,10296-16,19960903,19960911,LILAS,6,16,1,VEN-CA,30,13.9,0.0,0.12,417.0,417.0,314.1,102.9,24.68,1996-09-03,1996-10-01,1996-09-11,8,1
10296,10296-69,19960903,19960911,LILAS,6,69,1,VEN-CA,15,28.8,0.0,0.12,432.0,432.0,324.0,108.0,25.0,1996-09-03,1996-10-01,1996-09-11,8,1
10297,10297-39,19960904,19960910,BLONP,5,39,2,FRA-ST,60,14.4,0.0,5.74,864.0,864.0,648.0,216.0,25.0,1996-09-04,1996-10-16,1996-09-10,6,1
10297,10297-72,19960904,19960910,BLONP,5,72,2,FRA-ST,20,27.8,0.0,5.74,556.0,556.0,417.6,138.4,24.89,1996-09-04,1996-10-16,1996-09-10,6,1
10298,10298-2,19960905,19960911,HUNGO,6,2,2,IRE-CO,40,15.2,0.0,168.22,608.0,608.0,456.0,152.0,25.0,1996-09-05,1996-10-03,1996-09-11,6,1
10298,10298-36,19960905,19960911,HUNGO,6,36,2,IRE-CO,40,15.2,0.25,168.22,608.0,456.0,456.0,0.0,0.0,1996-09-05,1996-10-03,1996-09-11,6,1
10298,10298-59,19960905,19960911,HUNGO,6,59,2,IRE-CO,30,44.0,0.25,168.22,1320.0,990.0,990.0,0.0,0.0,1996-09-05,1996-10-03,1996-09-11,6,1
10298,10298-62,19960905,19960911,HUNGO,6,62,2,IRE-CO,15,39.4,0.0,168.22,591.0,591.0,443.7,147.3,24.92,1996-09-05,1996-10-03,1996-09-11,6,1
10299,10299-19,19960906,19960913,RICAR,4,19,2,BRA-SA,15,7.3,0.0,29.76,109.5,109.5,82.8,26.7,24.38,1996-09-06,1996-10-04,1996-09-13,7,1
10299,10299-70,19960906,19960913,RICAR,4,70,2,BRA-SA,20,12.0,0.0,29.76,240.0,240.0,180.0,60.0,25.0,1996-09-06,1996-10-04,1996-09-13,7,1
10300,10300-66,19960909,19960918,MAGAA,2,66,2,ITA-TO,30,13.6,0.0,17.68,408.0,408.0,306.0,102.0,25.0,1996-09-09,1996-10-07,1996-09-18,9,1
10300,10300-68,19960909,19960918,MAGAA,2,68,2,ITA-TO,20,10.0,0.0,17.68,200.0,200.0,150.0,50.0,25.0,1996-09-09,1996-10-07,1996-09-18,9,1
10301,10301-40,19960909,19960917,WANDK,8,40,2,GER-BE,10,14.7,0.0,45.08,147.0,147.0,110.4,36.6,24.9,1996-09-09,1996-10-07,1996-09-17,8,1
10301,10301-56,19960909,19960917,WANDK,8,56,2,GER-BE,20,30.4,0.0,45.08,608.0,608.0,456.0,152.0,25.0,1996-09-09,1996-10-07,1996-09-17,8,1
10302,10302-17,19960910,19961009,SUPRD,4,17,2,BEL-BR,40,31.2,0.0,6.27,1248.0,1248.0,936.0,312.0,25.0,1996-09-10,1996-10-08,1996-10-09,29,0
10302,10302-28,19960910,19961009,SUPRD,4,28,2,BEL-BR,28,36.4,0.0,6.27,1019.2,1019.2,766.08,253.12,24.84,1996-09-10,1996-10-08,1996-10-09,29,0
10302,10302-43,19960910,19961009,SUPRD,4,43,2,BEL-BR,12,36.8,0.0,6.27,441.6,441.6,331.2,110.4,25.0,1996-09-10,1996-10-08,1996-10-09,29,0
